Nome do Arquivo;Tempo de Processamento(ms);Quantidade de Linhas
tarefas6000.txt;59;6000
tarefas8000.txt;156;8000
tarefas4000.txt;269;4000
tarefas2000.txt;339;2000
tarefas7000.txt;575;7000
tarefas9000.txt;937;9000
tarefas5000.txt;1199;5000
tarefas1000.txt;1325;1000
tarefas3000.txt;1582;3000
